ID,Load (%),Peak Power 1 & 2 (W),Mean Power 1 & 2 (W),time,group
26,55,641.71,404.58,post_1,cluster
26,55,709.19,392.49,post_2,cluster
26,65,599.7,381.44,post_1,cluster
26,65,503.09,375.07,post_2,cluster
26,75,611.1,400.53,post_1,cluster
26,75,700.78,369.57,post_2,cluster
26,85,365.05,277.51,post_1,cluster
26,85,444.64,316.42,post_2,cluster
26,95,413.88,256.1,post_1,cluster
26,95,483.3,258.37,post_2,cluster
24,45,613.05,307.84,pre_1,cluster
24,45,624.56,333.42,pre_2,cluster
24,55,505.42,334.54,pre_1,cluster
24,55,526.71,299.89,pre_2,cluster
24,65,537.6,327.74,pre_1,cluster
24,65,538.56,353.24,pre_2,cluster
24,75,477.96,390.66,pre_1,cluster
24,75,501.34,359.84,pre_2,cluster
24,85,402.79,349.02,pre_1,cluster
24,85,377.01,279.42,pre_2,cluster
24,95,367.12,205.5,pre_1,cluster
24,95,405.46,227.41,pre_2,cluster
24,45,567.51,230.71,mid_1,cluster
24,45,593.83,327.9,mid_2,cluster
24,55,541.37,326.34,mid_1,cluster
24,55,588.45,354.31,mid_2,cluster
24,65,517.55,381.33,mid_1,cluster
24,65,592.59,392.19,mid_2,cluster
24,75,392.59,420.29,mid_1,cluster
24,75,451.46,309.37,mid_2,cluster
24,85,475.87,335.96,mid_1,cluster
24,85,358.85,282.47,mid_2,cluster
24,95,349.41,219.65,mid_1,cluster
24,95,389.32,199.95,mid_2,cluster
24,45,539.01,226.39,post_1,cluster
24,45,578.83,331.44,post_2,cluster
24,55,527.38,341.16,post_1,cluster
24,55,524.59,342.21,post_2,cluster
24,65,414.29,364.11,post_1,cluster
24,65,480.2,323.69,post_2,cluster
24,75,395.68,351.19,post_1,cluster
24,75,444.59,302.64,post_2,cluster
24,85,372.7,300.66,post_1,cluster
24,85,412.88,215.9,post_2,cluster
24,95,380.83,199.64,post_1,cluster
24,95,357.07,127.38,post_2,cluster
28,45,987.47,556.21,pre_1,traditional
28,45,983.86,578.82,pre_2,traditional
28,55,953.86,602.39,pre_1,traditional
28,55,909.17,575.55,pre_2,traditional
28,65,894.36,591.72,pre_1,traditional
28,65,856.74,605.23,pre_2,traditional
28,75,735.92,467.67,pre_1,traditional
28,75,775.53,527.6,pre_2,traditional
28,85,830.31,444.15,pre_1,traditional
28,85,776.06,437.57,pre_2,traditional
28,95,781.88,383.82,pre_1,traditional
28,95,870.03,265.46,pre_2,traditional
28,45,987.47,490.95,mid_1,traditional
28,45,983.86,509.14,mid_2,traditional
28,55,953.86,431.27,mid_1,traditional
28,55,909.17,402.85,mid_2,traditional
28,65,894.36,396.72,mid_1,traditional
28,65,856.74,437.57,mid_2,traditional
28,75,880.39,467.67,mid_1,traditional
28,75,834.13,527.6,mid_2,traditional
28,85,762.79,444.15,mid_1,traditional
28,85,809.99,437.57,mid_2,traditional
28,95,752.91,383.82,mid_1,traditional
28,95,742.48,265.46,mid_2,traditional
28,45,882.26,695.68,post_1,traditional
28,45,831.96,528.21,post_2,traditional
28,55,880.39,527.95,post_1,traditional
28,55,834.13,504.42,post_2,traditional
28,65,762.79,566.34,post_1,traditional
28,65,809.99,540,post_2,traditional
28,75,752.91,533.63,post_1,traditional
28,75,742.48,564.02,post_2,traditional
28,85,704.59,541.78,post_1,traditional
28,85,706.66,498.13,post_2,traditional
28,95,727.07,424.59,post_1,traditional
28,95,,,post_2,traditional
30,45,751.86,478.22,pre_1,cluster
30,45,735.29,492.33,pre_2,cluster
30,55,773.83,521.61,pre_1,cluster
30,55,743.12,513.19,pre_2,cluster
30,65,702.9,538.34,pre_1,cluster
30,65,732.95,513.04,pre_2,cluster
30,75,847.89,499.65,pre_1,cluster
30,75,773.73,479.43,pre_2,cluster
30,85,804.69,400.7,pre_1,cluster
30,85,819.31,437.73,pre_2,cluster
30,95,678.98,182.64,pre_1,cluster
30,95,742.06,181.96,pre_2,cluster
30,45,732.95,457.31,mid_1,cluster
30,45,847.89,471.85,mid_2,cluster
30,55,773.73,509.28,mid_1,cluster
30,55,804.69,517.17,mid_2,cluster
30,65,819.31,467.45,mid_1,cluster
30,65,678.98,450.94,mid_2,cluster
30,75,751.86,441.36,mid_1,cluster
30,75,735.29,435.87,mid_2,cluster
30,85,773.83,257.95,mid_1,cluster
30,85,743.12,305.48,mid_2,cluster
30,95,678.98,232.62,mid_1,cluster
30,95,732.95,218.22,mid_2,cluster
30,45,734.23,477.31,post_1,cluster
30,45,834.69,491.85,post_2,cluster
30,55,754.95,519.28,post_1,cluster
30,55,749.14,527.17,post_2,cluster
30,65,748.93,497.45,post_1,cluster
30,65,671.98,490.94,post_2,cluster
30,75,890.5,451.36,post_1,cluster
30,75,744.66,425.87,post_2,cluster
30,85,659.04,267.95,post_1,cluster
30,85,730.55,315.48,post_2,cluster
30,95,714.06,232.62,post_1,cluster
30,95,622.08,218.22,post_2,cluster
32,45,138.69,73.44,pre_1,cluster
32,45,120.6,85.69,pre_2,cluster
32,55,148.96,99.01,pre_1,cluster
32,55,161.57,102.24,pre_2,cluster
32,65,129.55,66.05,pre_1,cluster
32,65,150.18,97.57,pre_2,cluster
32,75,164.3,116.22,pre_1,cluster
32,75,145.66,108.26,pre_2,cluster
32,85,128.37,90.75,pre_1,cluster
32,85,122.19,96.17,pre_2,cluster
32,95,112.53,83.75,pre_1,cluster
32,95,117.46,90.71,pre_2,cluster
32,45,116.93,71.78,mid_1,cluster
32,45,160.3,78.56,mid_2,cluster
32,55,118.09,73.89,mid_1,cluster
32,55,119.88,74.65,mid_2,cluster
32,65,157.45,91.54,mid_1,cluster
32,65,152.28,94.94,mid_2,cluster
32,75,160.94,94.28,mid_1,cluster
32,75,128.84,86.56,mid_2,cluster
32,85,117.37,83.31,mid_1,cluster
32,85,133.57,79.62,mid_2,cluster
32,95,88.98,66.1,mid_1,cluster
32,95,118.52,78.97,mid_2,cluster
32,45,308.4,197.11,post_1,cluster
32,45,323.64,197.96,post_2,cluster
32,55,124.91,82.87,post_1,cluster
32,55,134.58,96.55,post_2,cluster
32,65,201.59,108.23,post_1,cluster
32,65,160.2,100.37,post_2,cluster
32,75,148.41,102.58,post_1,cluster
32,75,125.76,99.69,post_2,cluster
32,85,154.39,75.8,post_1,cluster
32,85,166.77,90.74,post_2,cluster
32,95,145.88,57.41,post_1,cluster
32,95,168.95,83.68,post_2,cluster
29,45,215.37,128.67,pre_1,traditional
29,45,224.15,132.68,pre_2,traditional
29,55,208.17,124.42,pre_1,traditional
29,55,239.07,149.74,pre_2,traditional
29,65,234.05,148.31,pre_1,traditional
29,65,229.92,152.24,pre_2,traditional
29,75,165.98,111.89,pre_1,traditional
29,75,190.99,110.82,pre_2,traditional
29,85,209.04,119.33,pre_1,traditional
29,85,193.89,102.01,pre_2,traditional
29,95,158.19,91.96,pre_1,traditional
29,95,452.94,129.91,pre_2,traditional
29,45,204.55,137.02,mid_1,traditional
29,45,221.06,143.96,mid_2,traditional
29,55,178.78,137.28,mid_1,traditional
29,55,199.72,144.84,mid_2,traditional
29,65,209.85,153.36,mid_1,traditional
29,65,188.32,138.03,mid_2,traditional
29,75,164.08,112.02,mid_1,traditional
29,75,191.92,136.6,mid_2,traditional
29,85,183.19,96.6,mid_1,traditional
29,85,174.41,117.37,mid_2,traditional
29,95,197.47,73.17,mid_1,traditional
29,95,156.03,62.26,mid_2,traditional
29,45,214.57,131.33,post_1,traditional
29,45,201.5,115.25,post_2,traditional
29,55,196.66,119.53,post_1,traditional
29,55,178.61,125.38,post_2,traditional
29,65,152.1,120.25,post_1,traditional
29,65,153.5,100.87,post_2,traditional
29,75,189.89,122.47,post_1,traditional
29,75,127.54,86.13,post_2,traditional
29,85,136.21,85.54,post_1,traditional
29,85,,,post_2,traditional
29,95,158.19,91.96,post_1,traditional
29,95,452.94,129.91,post_2,traditional
31,45,139.53,95.52,pre_1,traditional
31,45,191.7,123.85,pre_2,traditional
31,55,136.92,104.13,pre_1,traditional
31,55,207.97,135.49,pre_2,traditional
31,65,279.77,173.25,pre_1,traditional
31,65,297.3,187.3,pre_2,traditional
31,75,247.08,153.91,pre_1,traditional
31,75,307.6,173.31,pre_2,traditional
31,85,170.19,129.13,pre_1,traditional
31,85,266.16,136.38,pre_2,traditional
31,95,185.31,95.08,pre_1,traditional
31,95,264.04,111.73,pre_2,traditional
31,45,316.96,145.23,mid_1,traditional
31,45,229.08,118.53,mid_2,traditional
31,55,326.64,156.71,mid_1,traditional
31,55,334.05,188.2,mid_2,traditional
31,65,283.37,182.31,mid_1,traditional
31,65,261.14,149.08,mid_2,traditional
31,75,246.89,177.47,mid_1,traditional
31,75,279.64,159.69,mid_2,traditional
31,85,237.46,152.67,mid_1,traditional
31,85,171.1,117.12,mid_2,traditional
31,95,219.31,96.52,mid_1,traditional
31,95,340.81,185.57,mid_2,traditional
31,45,193.46,88.63,post_1,traditional
31,45,220.57,152.91,post_2,traditional
31,55,220.93,100.37,post_1,traditional
31,55,298.76,176.03,post_2,traditional
31,65,290.86,123.37,post_1,traditional
31,65,253.7,130.57,post_2,traditional
31,75,217.15,118.56,post_1,traditional
31,75,185.33,98.18,post_2,traditional
31,85,271.38,110.7,post_1,traditional
31,85,251.37,105.16,post_2,traditional
31,95,449.15,184.22,post_1,traditional
31,95,300.29,106.05,post_2,traditional
